go:0070816	0
go:0032806	0
go:0004706	0
go:0010998	0
go:0008195	0
go:0046793	0
go:0060070	0
go:0006019	0
go:2000281	0
go:0061317	0
go:1990802	0
go:0004704	0
go:0016576	0
go:0033518	0
go:1990938	0
go:0071620	0
go:0070262	0
go:0033135	0
go:1901407	0
go:0031289	0
go:0004705	0
go:1902308	0
go:0019333	0
go:0006468	0
go:0106153	0
go:0044031	0
go:1903655	0
go:1990294	0
go:1904324	0
go:0004693	0
go:0045259	0
go:0044159	0
go:0140031	0
go:0046777	0
go:0036497	0
go:0001933	0
go:1902958	0
go:0038068	0
go:0039612	0
go:0061569	0
go:0098507	0
go:0043549	0
go:0006657	0
go:0031954	0
go:1990164	0
go:0061290	0
go:0048151	0
go:0036008	0
go:0110115	0
go:0004713	0
go:0035404	0
go:0045860	0
go:1903917	0
go:0100002	0
go:0045249	0
go:0042326	0
go:0010536	0
go:0010316	0
go:0036289	0
go:0005026	0
go:0035303	0
go:0018443	0
go:0004715	203.420033358451
go:0098504	0
go:0008545	0
go:0090075	0
go:0035970	0
go:0004674	0
go:0033140	0
go:0042656	0
go:0033141	0
go:0061316	0
go:0001727	0
go:0039549	0
go:0036496	0
go:0038083	0
go:0061570	0
go:0098501	0
go:0008636	0
go:1990721	0
go:0060304	0
go:0061098	0
go:0036499	0
go:0030965	0
go:0060393	0
go:0044387	0
go:0035306	0
go:0039562	0
go:0018331	0
go:2000775	0
go:0018217	0
go:1901408	0
go:0007252	0
go:0016572	0
go:0033548	0
go:0046939	0
go:0010921	0
go:0071142	0
go:1902956	0
go:1990645	0
go:0097071	0
go:0035406	0
go:0033139	0
go:2000751	0
go:0071545	0
go:0033129	0
go:0018109	0
go:0035407	0
go:0009777	0
go:0046838	0
go:0043987	0
go:0033137	0
go:0051403	0
go:0018328	0
go:0005954	0
go:0019674	0
go:1990801	0
go:0006975	0
go:0061866	0
go:0005260	0
go:0038080	0
go:0061571	0
go:0006122	0
go:0008384	412.627339418059
go:0046835	0
go:0035644	0
go:1902688	0
go:0039566	0
go:0051416	0
go:2000277	0
go:0046854	0
go:2001164	0
go:0007250	0
go:0006123	0
go:0039614	0
go:0048240	0
go:0042532	0
go:0043666	0
go:1990804	0
go:0018334	0
go:0039572	0
go:2001165	0
go:0008349	0
go:0010800	0
go:0016311	0
go:0039608	0
go:0007165	0
go:0042549	0
go:0032516	0
go:0032515	0
go:0006194	0
go:0097472	0
go:0070940	0
go:0007182	0
go:0060394	0
go:0009522	0
go:1990722	0
go:0018105	0
go:0039575	0
go:0004722	206.043563338085
go:0042976	0
go:0006469	0
go:0042501	0
go:0019907	0
go:0005952	0
go:0038070	0
go:0070533	0
go:0042773	0
go:0018107	0
go:0016310	0
go:1903862	0
go:0001934	0
go:0140624	0
go:0098502	0
go:0072370	0
go:0043989	0
go:0006192	0
go:0039585	0
go:1903654	0
go:2000275	0
go:1900085	0
go:1902309	0
go:0004708	0
go:0061099	0
go:1990853	0
go:0140469	0
go:0086030	0
go:1901409	0
go:0019910	0
go:0038201	0
go:1990083	0
go:0050732	0
go:0061508	0
go:0036492	0
go:0045821	0
go:0039613	0
go:0060477	0
go:0031932	0
go:0006110	0
go:0035308	0
go:0018218	0
go:0046856	0
go:0090593	0
go:0018325	0
go:0010533	0
go:0039596	0
go:0039548	0
go:0033128	0
go:1901920	0
go:0034985	0
go:0009401	0
go:0002030	0
go:1902031	0
go:0038072	0
go:0035409	0
go:0006739	0
go:1903719	0
go:0033173	0
go:0038073	0
go:0039584	0
go:1902569	0
go:0045820	0
go:0018106	0
go:0022828	0
go:0042370	0
go:0033673	0
go:0045320	0
go:0042550	0
go:0010862	0
go:0038081	0
go:0050730	0
go:0033138	0
go:1900086	0
go:1904323	0
go:0097192	0
go:0043538	0
go:0004428	0
go:1903125	0
go:0004709	0
go:0006186	0
go:0033127	0
go:0031931	0
go:0006009	0
go:0046839	0
go:0035335	0
go:0004707	0
go:0110157	0
go:0097720	0
go:0061567	0
go:0035305	0
go:0008432	0
go:0007258	0
go:0000160	0
go:0042325	0
go:0008353	0
go:1902310	0
go:1904325	0
go:0039557	0
go:0001691	0
go:0006119	0
go:0033674	0
go:0018108	0
go:0031952	0
go:0016362	0
go:0098628	0
go:0019675	0
go:0010923	0
go:0140467	0
go:0071619	0
go:0060735	0
go:0061565	0
go:0004714	0
go:0038076	0
go:0140651	0
go:0005790	0
go:1901921	0
go:1990245	0
go:1990436	0
go:0060087	0
go:0036498	0
go:0006755	0
go:0060734	0
go:0046853	0
go:1902002	0
go:0031388	0
go:0009544	0
go:0045253	0
go:0035304	0
go:0010999	0
go:0150061	0
go:2000276	0
go:0060389	0
go:0046855	0
go:1902690	0
go:2000817	0
go:0019646	0
go:0039571	0
go:0008819	0
go:0042776	0
go:0000155	189.354157015142
go:0039576	0
go:0042531	0
go:1903916	0
go:0090324	0
go:0038109	0
go:1990056	0
go:0004672	0
go:0061293	0
go:0004726	0
go:0004725	156.327269163664
go:0007260	0
go:0030061	0
go:0010799	0
go:0098503	0
go:0052746	0
go:0017077	0
go:0035408	0
go:0033547	0
go:1990579	0
go:0061291	0
go:0002082	0
go:0001932	0
go:0045859	0
go:0086094	0
go:0043991	0
go:0010922	0
go:0018327	0
go:0061566	0
go:0008563	0
go:0004697	0
go:0072355	0
go:0071237	0
go:1990264	0
go:0043988	0
go:0035978	0
go:0004432	0
go:0061292	0
go:0004721	0
go:0032047	0
go:0043990	0
go:0106405	0
go:1990803	0
go:0005964	0
go:0050731	0
go:1900018	0
go:0035405	0
go:0061097	0
go:0098627	382.843683181972
go:1902689	0
go:0006174	0
go:0035971	0
go:0022859	0
go:0023050	0
go:0031953	0
go:0061568	0
go:0046940	0
go:2001163	0
go:1990443	0
go:0006756	0
go:0009579	0
go:0038077	0
go:1990568	0
go:0098506	0
go:0046834	0
go:1903720	0
go:0035307	0
go:1904841	0
go:1903912	0
go:0042327	0
go:0006165	0
go:0009778	0
go:0006121	0
go:0010801	0
go:1903721	0
go:0039577	0
go:0042509	0
go:1990909	0
go:1902957	0
go:0036290	0
go:0006470	0
go:0016473	0
go:1900084	0
go:0018333	0
go:0046934	0
go:0000826	0
go:1902113	0
go:0009779	0
go:0046678	0
go:1905447	0
go:0036291	0
go:0006757	0
go:0006120	0
